ff_id,ff_rank,ff_scientific,eol_scientific,eol_id,wiki_title,wiki_url,ff_name,eol_names,wiki_names,human_names,translated_name
103,,Pueraria lobata,,,Pueraria lobata,https://pt.wikipedia.org/wiki/Pueraria_lobata,Kudzu,,kudzu,,Kudzu
13,,Punica granatum,Punica granatum L.,582971,Romã,https://pt.wikipedia.org/wiki/Rom%C3%A3,Pomegranate,"Romãzeira, Romã",romã,,Romãzeira
733,,Pyracantha coccinea,,,Pyracantha coccinea,https://pt.wikipedia.org/wiki/Pyracantha_coccinea,Scarlet firethorn,,"Piricanto, piracanta",,Piricanto
15,6,Pyrus,,,Pera,https://pt.wikipedia.org/wiki/Pera,Pear,,pera,,Pera
286,,Pyrus communis,Pyrus communis L.,414311,,,European pear,Pereira,,,Pera-comum
124,,Pyrus pyrifolia,,,Pera-nashi,https://pt.wikipedia.org/wiki/Pera-nashi,Asian pear,,"pêra-nashi, náxi, pêra-japonesa, pêra-coreana, pêra-de-taiwan, pêra-maçã",,Pera-nashi
72,6,Quercus,,,Carvalho,https://pt.wikipedia.org/wiki/Carvalho,Oak,,Carvalho,,Carvalho
955,8,Quercus acutissima,,,Quercus acutissima,https://pt.wikipedia.org/wiki/Quercus_acutissima,Sawtooth oak,,Quercus acutissima,,Carvalho-do-Japão
274,,Quercus ilex,Quercus ilex L.,1151536,Azinheira,https://pt.wikipedia.org/wiki/Azinheira,Holm oak,"azinheira, azinheiro, azinho",azinheiras,,Azinheira
249,,Quercus robur,,,Carvalho-roble,https://pt.wikipedia.org/wiki/Carvalho-roble,English oak,,"carvalho-vermelho, carvalho-roble, carvalho-alvarinho",,Carvalho-roble
129,,Quercus suber,,,Sobreiro,https://pt.wikipedia.org/wiki/Sobreiro,Cork oak,,"sobreiro, sobro, sobreira, chaparro",,Sobreiro
1611,8,Ranunculus ficaria,Ranunculus ficaria L.,473789,,https://pt.wikipedia.org/wiki/Ranunculus_ficaria,Lesser celandine,"Ficária, Celidónia-menor",,,Ficária
849,8,Raphanus sativus,,,Rabanete,https://pt.wikipedia.org/wiki/Rabanete,Radish,,Rabanete,,Rabanete
1017,8,Rhamnus alaternus,Rhamnus alaternus L.,5533509,Rhamnus alaternus,https://pt.wikipedia.org/wiki/Rhamnus_alaternus,Italian buckthorn,"Sanguinho-das-sebes, Aderno-bastardo","aderno-bastardo, aderno-bravo, espinheiro-cerval, sanguinho-das-sebes",,Aderno-bastardo
909,8,Rhamnus cathartica,Rhamnus cathartica L.,582356,,,Common buckthorn,"Espinheiro-cerval, Tamuje",,,Espinheiro-cerval
24,,Rheum rhabarbarum,,,Ruibarbo,https://pt.wikipedia.org/wiki/Ruibarbo,Rhubarb,,ruibarbo,,Ruibarbo
910,,Rhododendron,,,Rododendro,https://pt.wikipedia.org/wiki/Rododendro,Azalea,,rododendro,,Rododendro
106,6,Ribes,,,Ribes,https://pt.wikipedia.org/wiki/Ribes,Currant,,groselha,,Groselheira
630,,Ribes nigrum,,,Cassis,https://pt.wikipedia.org/wiki/Cassis,Blackcurrant,,"cassis, groselheira-preta",,Groselheira-preta
432,,Ribes rubrum,,,,,Redcurrant,,,,Groselheira-vermelha
126,,Ribes uva-crispa,,,Groselheira,https://pt.wikipedia.org/wiki/Groselheira,Gooseberry,,groselheira,,Groselheira-espinosa
82,6,Rosa,,,Rosa,https://pt.wikipedia.org/wiki/Rosa,Rose,,rosa,,Rosa
10,,Rosmarinus officinalis,Rosmarinus officinalis L.,579379,Alecrim,https://pt.wikipedia.org/wiki/Alecrim,Rosemary,"Alecrim, alecrim-do-jardim, erva-coroada, rosa-marinha, rosmarinho",alecrim,,Alecrim-do-jardim
1135,8,Roystonea regia,,,Roystonea regia,https://pt.wikipedia.org/wiki/Roystonea_regia,Cuban royal palm,,palmeira-real-de-cuba,,Palmeira-real-de-cuba
122,,Rubus,,,Framboesa,https://pt.wikipedia.org/wiki/Framboesa,Raspberry,,framboesa,,Framboesa
566,,Rubus × loganobaccus,,,Rubus x loganobaccus,https://pt.wikipedia.org/wiki/Rubus_x_loganobaccus,Loganberry,,"baga-de-logan, loganberry",,Baga-de-logan
420,,Rubus chamaemorus,,,Rubus chamaemorus,https://pt.wikipedia.org/wiki/Rubus_chamaemorus,Cloudberry,,"amora-branca-silvestre, amora-ártica, framboesa-amarela",,Amora-branca-silvestre
437,,Rumex acetosa,,,Rumex acetosa,https://pt.wikipedia.org/wiki/Rumex_acetosa,Common sorrel,,azeda,,Azeda
872,6,Salix,,,Salgueiro,https://pt.wikipedia.org/wiki/Salgueiro,Willow,,"Salgueiro, chorão, sinceiro, vime, vimeiro, salso",,Salgueiro
967,8,Salix babylonica,,,Salgueiro-chorão,https://pt.wikipedia.org/wiki/Salgueiro-chor%C3%A3o,Babylon willow,,"chorão, salgueiro-chorão, salso-chorão",,Salgueiro-chorão
912,,Salix discolor,,,Salix discolor,https://pt.wikipedia.org/wiki/Salix_discolor,American willow,,"Salix discolor, salgueiro-gato",,Salgueiro-gato
213,,Salix nigra,,,Salix nigra,https://pt.wikipedia.org/wiki/Salix_nigra,Black willow,,Salix nigra,,Salgueiro-negro
9,,Salvia,,,Salvia,https://pt.wikipedia.org/wiki/Salvia,Sage,,"Salva, Sálvia",,Sálvia
322,8,Sambucus nigra,Sambucus nigra L.,488731,,https://pt.wikipedia.org/wiki/Sambucus_nigra,Black elderberry,sabugueiro,,,Sabugueiro-preto
1511,8,Sanguisorba minor,Sanguisorba minor Scop.,626892,,https://pt.wikipedia.org/wiki/Sanguisorba_minor,Salad burnet,Pimpinela,,,Pimpinela
987,8,Sapindus saponaria,,,Fruta-de-sabão,https://pt.wikipedia.org/wiki/Fruta-de-sab%C3%A3o,Western soapberry,,"árvore-do-sabão, fruta-de-sabão, ibaró, jequiri, jequiriti, jequitiguaçu, pau-de-sabão, pau-sabão, sabão-de-macaco, sabão-de-mico, sabão-de-soldado, sabãozinho, saboeiro, saboneteira, saboneteiro, salta-martim, saponária",,Árvore-do-sabão
147,,Sassafras albidum,Sassafras albidum (Nutt.) Nees,596911,,https://pt.wikipedia.org/wiki/Sassafras_albidum,Sassafras,Sassafrás,,,Sassafrás norte-americano
762,,Satureja,,,Satureja,https://pt.wikipedia.org/wiki/Satureja,Satureja species,,"segurelhas, saturejas",,Segurelha
421,,Satureja hortensis,Satureja hortensis,579694,,https://pt.wikipedia.org/wiki/Satureja_hortensis,Summer savory,"segurelha, Segurelha-das-hortas, Segurelha-das-montanhas*",,,Segurelha-das-hortas
262,,Schinus terebinthifolius,Schinus terebinthifolius Raddi,582274,Aroeira-vermelha,https://pt.wikipedia.org/wiki/Aroeira-vermelha,Brazilian pepper,"Pimenta-rosa, Mansa, aroeira, aroeira pimenteira, aroeira vermelha","Aroeira-vermelha, aroeira-pimenteira, poivre-rose",,Aroeira-vermelha
427,,Sciurus carolinensis,,,Esquilo-cinzento,https://pt.wikipedia.org/wiki/Esquilo-cinzento,Eastern gray squirrel,,esquilo-cinzento,,Esquilo-cinzento
518,,Sechium edule,Sechium edule (Jacq.) Sw.,584297,Chuchu,https://pt.wikipedia.org/wiki/Chuchu,Chayote,"chahiota, pepinello","chuchu, machucho, caiota, pimpinela",,Chuchu
933,8,Silybum marianum,Silybum marianum (L.) Gaertn.,509366,,https://pt.wikipedia.org/wiki/Silybum_marianum,Milk thistle,Cardo-mariano,,,Cardo-mariano
695,,Sinapis alba,Sinapis alba L.,583812,Sinapis alba,https://pt.wikipedia.org/wiki/Sinapis_alba,White mustard,"Mostarda-branca, Mostarda branca",mostarda-branca,,Mostarda-branca
614,,Smyrnium olusatrum,Smyrnium olusatrum L.,482116,,,Alexanders,"Salsa-de-cavalo, salsa de cavalo",,,Salsa-de-cavalo
862,5,Solanaceae,Solanaceae,4437,Solanaceae,https://pt.wikipedia.org/wiki/Solanaceae,Nightshade,Solanacée,"Solanaceae, fumo",,Solanacée
470,,Solanum betaceum,Solanum betaceum Cav.,486416,Tamarilho,https://pt.wikipedia.org/wiki/Tamarilho,Tamarillo,tomate Francés,"Tamarilho, tomate-japonês, tomate-maracujá, tomate-inglês, tomate-arbóreo",,Tamarilho
61,,Solanum lycopersicum,,,Tomate,https://pt.wikipedia.org/wiki/Tomate,Tomato,,"tomate, tomateiro",,Tomateiro
732,,Solanum melongena,,,Beringela,https://pt.wikipedia.org/wiki/Beringela,Eggplant,,"beringela, berinjela",,Beringela
638,,Solanum tuberosum,Solanum tuberosum,482935,Batata,https://pt.wikipedia.org/wiki/Batata,Potato,batateira,"Batata, batata-inglesa, batatinha, escorva, papa, semilha",,Batata-inglesa
278,,Sorbus aucuparia,,,Sorbus aucuparia,https://pt.wikipedia.org/wiki/Sorbus_aucuparia,European rowan,,tramazeira,,Tramazeira
411,,Sorbus domestica ,,,Sorva,https://pt.wikipedia.org/wiki/Sorva,True service tree,,"Sorva, sorveira",,Sorveira
1147,8,Spathodea campanulata,,,Bisnagueira,https://pt.wikipedia.org/wiki/Bisnagueira,African tulip tree,,"bisnagueira, tulipeira-do-gabão, chama-da-floresta",,Bisnagueira
930,8,Spinacia oleracea,,,Espinafre,https://pt.wikipedia.org/wiki/Espinafre,Spinach,,Espinafre,,Espinafre
740,,Spondias mombin,Spondias mombin L.,582279,Cajá,https://pt.wikipedia.org/wiki/Caj%C3%A1,Yellow mombin,"acaja zeira, acaíba, cajazeira, cajá, cajá mirim, cajá pequeno, imbuseiro, mandiplo, taperebá",cajá,,Cajá
229,,Stellaria media,,,Morugem,https://pt.wikipedia.org/wiki/Morugem,Common chickweed,,"morugem, morugem-branca, morugem-verdadeira, esparguta, morugem vulgar",,Morugem-branca
273,,Syagrus romanzoffiana,Syagrus romanzoffiana (Cham.) Glassman,1129524,Jerivá,https://pt.wikipedia.org/wiki/Jeriv%C3%A1,Queen palm,"Palmeira-rainha, Cabeçudo, guariroba, jeribá","jerivá, baba-de-boi, coco-catarro, coqueiro, coqueiro-jerivá, coquinho-de-cachorro, jeribá",,Jerivá
454,,Syzygium cumini,,,Jamelão,https://pt.wikipedia.org/wiki/Jamel%C3%A3o,Jambul,,"jamelão, jambo, jambolão, baguaçu, jalão, joão-bolão, manjelão, azeitona-preta, baga-de-freira, brinco-de-viúva, guapê",,Jamelão
265,,Syzygium paniculatum,,,Syzygium paniculatum,https://pt.wikipedia.org/wiki/Syzygium_paniculatum,Magenta lilly pilly,,"mirtilo-da-nova-zelândia, mirtilo-vermelho, mirtilo-magenta",,Mirtilo-da-nova-zelândia
453,,Tamarindus indica,Tamarindus indica L.,639027,,https://pt.wikipedia.org/wiki/Tamarindus,Tamarind,"tamarindeiro, Tamarindo, tambarina",,,Tamarindeiro
543,,Tanacetum vulgare,,,Catinga-de-mulata,https://pt.wikipedia.org/wiki/Catinga-de-mulata,Common tansy,,catinga-de-mulata,,Catinga-de-mulata
726,,Theobroma grandiflorum,Theobroma grandiflorum (Willd. ex Spreng.) K. Schum.,482162,,https://pt.wikipedia.org/wiki/Cupua%C3%A7u,Cupuaçu,"copoaçú, cupuassú, cupuaçú, pupu, pupuaçú",,,Cupuaçu
163,6,Tilia,,,Tilia,https://pt.wikipedia.org/wiki/Tilia,Linden,,tília,,Tília
253,,Tilia cordata,Tilia cordata,486446,,,Small-leaved linden,Tília-de-folhas-pequenas,,,Tília-de-folhas-pequenas
1507,9,Trachemys scripta elegans,Trachemys scripta elegans (WIED 1838),1242026,Tartaruga-do-ouvido-vermelho,https://pt.wikipedia.org/wiki/Tartaruga-do-ouvido-vermelho,Red-eared slider,Tartaruga-da-Flórida,tartaruga-do-ouvido-vermelho,,Tartaruga-do-ouvido-vermelho
950,8,Triadica sebifera,Triadica sebifera (L.) Small,1149652,,,Chinese tallow tree,"Sapium sebiferum, árvore do sebo",,,
728,,Trifolium pratense,Trifolium pratense L.,703430,Trifolium pratense,https://pt.wikipedia.org/wiki/Trifolium_pratense,Red clover,Trevo-violeta,Trevo vermelho,,Trevo-vermelho
589,,Ulex,,,Tojo,https://pt.wikipedia.org/wiki/Tojo,Gorse,,"Tojo, mato",,Tojo
1395,8,Ursus americanus,,,Ursus americanus,https://pt.wikipedia.org/wiki/Ursus_americanus,American black bear,,urso-negro,,Urso-negro
232,,Urtica dioica,,,Urtica dioica,https://pt.wikipedia.org/wiki/Urtica_dioica,Stinging nettle,,Urtiga comum,,Urtiga-comum
223,,Vaccinium,,,Oxicoco,https://pt.wikipedia.org/wiki/Oxicoco,Cranberry,,Oxicoco,,Oxicoco
425,,Vaccinium vitis-idaea,,,Vaccinium vitis-idaea,https://pt.wikipedia.org/wiki/Vaccinium_vitis-idaea,Lingonberry,,Vaccinium vitis-idaea,,
415,,Viburnum lentago,,,Viburnum lentago,https://pt.wikipedia.org/wiki/Viburnum_lentago,Nannyberry,,Viburnum lentago,,
607,,Viburnum opulus,,,Viburnum opulus,https://pt.wikipedia.org/wiki/Viburnum_opulus,Guelder rose,,Virbunum opulus Kalyna,,
355,,Viburnum prunifolium,,,Viburnum prunifolium,https://pt.wikipedia.org/wiki/Viburnum_prunifolium,Blackhaw,,Viburnum prunifolium,,
176,8,Viburnum trilobum,,,Lonicera pileata,https://pt.wikipedia.org/wiki/Lonicera_pileata,American cranberrybush,,Lonicera pileata,,
506,,Vicia faba,Vicia faba L.,703202,Vicia faba,https://pt.wikipedia.org/wiki/Vicia_faba,Fava bean,Fava,"fava, fava-comum, feijão-fava, fava silvestre, fava-italiana",,Fava-comum
923,,Vicia sativa,Vicia sativa L.,703227,,https://pt.wikipedia.org/wiki/Vicia_sativa,Spring vetch,Ervilhaca-vulgar,,,Ervilhaca-vulgar
866,9,Vigna unguiculata subsp. unguiculata,Vigna unguiculata subsp. unguiculata (L.)Walp.,1231417,Vigna unguiculata,https://pt.wikipedia.org/wiki/Vigna_unguiculata,Black-eyed pea,feijoa frade,"feijão-miúdo, feijão-de-corda, feijão-fradinho, feijão-frade, feijão-macáçar",,Feijão-frade
424,,Viola,,,Viola (planta),https://pt.wikipedia.org/wiki/Viola_(planta),Violet,,"violetas, amores-perfeitos",,Violeta
336,,Vitex agnus-castus,Vitex agnus-castus L.,579727,Vitex agnus-castus,https://pt.wikipedia.org/wiki/Vitex_agnus-castus,Chaste tree,"Anho-casto, Agno casto, Flor da castidade, Pimenteiro silvestre, Árvore da castidade, Árvore-da-castidade","vitex, agno-casto, Liamba, anho-casto, agno-puro, árvore-da-castidade, pimenteiro-silvestre",,Anho-casto
16,6,Vitis,,,Vitis,https://pt.wikipedia.org/wiki/Vitis,Grape,,"Videira, vite, vinha, vinhal, vinhedo, parreira",,Videira
629,,Vitis vinifera,Vitis vinifera L.,582304,,https://pt.wikipedia.org/wiki/Vitis_vinifera,Common grape,"Videira, vinha, vinho",,,
325,,Washingtonia robusta,,,Washingtonia robusta,https://pt.wikipedia.org/wiki/Washingtonia_robusta,Mexican fan palm,,Washingtonia robusta,,
645,,Zea mays,Zea mays L.,1115259,Milho,https://pt.wikipedia.org/wiki/Milho,Corn,Milho,"milho, abati, auati, avati",,Milho
931,8,Zingiber officinale,Zingiber officinale Roscoe,987032,Gengibre,https://pt.wikipedia.org/wiki/Gengibre,Ginger,Gengibre,"gengibre, Mangarataia",,Gengibre
104,,Ziziphus jujuba,,,Jujuba,https://pt.wikipedia.org/wiki/Jujuba,Jujube,,"Jujuba, açofeifeira, jujubeira, açofeifa, açofaifa, açofaita",,Jujuba
89,,,,,Cogumelo,https://pt.wikipedia.org/wiki/Cogumelo,Mushroom,,Cogumelo,,Cogumelo
161,,,,,Bambu,https://pt.wikipedia.org/wiki/Bambu,Bamboo,,Bambu,,Bambu
211,,,,,Colmeia,https://pt.wikipedia.org/wiki/Colmeia,Beehive,,Colmeia,,Colmeia
234,,,,,Árvore frutífera,https://pt.wikipedia.org/wiki/%C3%81rvore_frut%C3%ADfera,Fruit tree,,árvore frutífera,,Árvore frutífera
1386,,,,,,,Mango,,,mangueira,Mangueira
384,,,,,Noz,https://pt.wikipedia.org/wiki/Noz,Nut tree,,fruto de casca rija,,Noz
508,,,,,Agricultura urbana,https://pt.wikipedia.org/wiki/Agricultura_urbana,Urban farm,,Agricultura urbana,,Agricultura urbana
517,,,,,Hortaliça,https://pt.wikipedia.org/wiki/Hortali%C3%A7a,Vegetable,,"Hortaliças legumes, verduras",,Hortaliça
533,,,,,Poço (água),https://pt.wikipedia.org/wiki/Po%C3%A7o_(%C3%A1gua),Water well,,poço,,Poço
534,,,,,Peixe,https://pt.wikipedia.org/wiki/Peixe,Fish,,"peixes, PeixesPeríodo fóssil: Cambriano Médio–RecentePreЄЄOSDCPTJKPgN",,Peixe
562,,,,,Nascente (hidrografia),https://pt.wikipedia.org/wiki/Nascente_(hidrografia),Water spring,,"nascente, cabeceira, olho-d'água, exsurgência, mina de água, fonte",,Nascente
611,,,,,Pomar,https://pt.wikipedia.org/wiki/Pomar,Orchard,,pomar,,Pomar
641,,,,,Jardinagem de guerrilha,https://pt.wikipedia.org/wiki/Jardinagem_de_guerrilha,Guerilla garden,,Jardinagem de guerrilha,,Jardinagem de guerrilha
663,,,,,Balanço (playground),https://pt.wikipedia.org/wiki/Balan%C3%A7o_(playground),Tree swing,,"balanço, baloiço",,Balanço
674,,,,,Agricultura urbana,https://pt.wikipedia.org/wiki/Agricultura_urbana,Growing space,,Agricultura urbana,,
687,,,,,Fruto,https://pt.wikipedia.org/wiki/Fruto,Fruit,,fruto,,Fruto
688,,,,,Lagostim,https://pt.wikipedia.org/wiki/Lagostim,Crayfish,,Lagostim,,Lagostim
694,,,,,Lista de plantas medicinais,https://pt.wikipedia.org/wiki/Lista_de_plantas_medicinais,Medicinal plant,,"Plantas medicinais, Medicamento Fitoterápico",,Planta medicinal
712,,,,,Coelho,https://pt.wikipedia.org/wiki/Coelho,Rabbit,,coelhos,,Coelho
735,,,,,Fontanário,https://pt.wikipedia.org/wiki/Fontan%C3%A1rio,Drinking fountain,,"fontanário, chafariz, fonte",,Fontanário
745,,,,,Samambaia,https://pt.wikipedia.org/wiki/Samambaia,Fern,,"fetos fetas, samambaias",,Samambaia
750,,,,,Plantae,https://pt.wikipedia.org/wiki/Plantae,Plant,,"Reino Plantae, Metaphyta, Vegetabilia, Vegetal",,Planta
751,,,,,Palha,https://pt.wikipedia.org/wiki/Palha,Straw,,Palha,,Palha
763,,,,,Cactaceae,https://pt.wikipedia.org/wiki/Cactaceae,Cactus,,"Cactaceae, cactos",,Cacto
843,,,,,Freeganismo,https://pt.wikipedia.org/wiki/Freeganismo,Freegan,,freeganismo,,Freeganismo
846,,,,,Refeição,https://pt.wikipedia.org/wiki/Refei%C3%A7%C3%A3o,Meal,,Refeição,,Refeição
848,,,,,Banco (mobiliário),https://pt.wikipedia.org/wiki/Banco_(mobili%C3%A1rio),Public bench,,Banco,Banco público,Banco público
1479,,,,,Bomba de bicicleta,https://pt.wikipedia.org/wiki/Bomba_de_bicicleta,Bicycle pump,,bomba de bicicleta,,Bomba de bicicleta
1485,,,,,Estacionamento,https://pt.wikipedia.org/wiki/Estacionamento,Public parking,,Estacionamento,,Estacionamento público
